GINEVRA ROSA	F	1
ISLAM	F	1
KHALIFA	M	1
IULIANA PUICA	F	1
ROSARIA LAURA	F	1
RIHAN	F	1
MARCO GIOELE	M	1
NEJLA	F	1
FRANCO STEFANO	M	1
REALDA MARGHERITA	F	1
ALESSIO AUGUSTO	M	1
EUGENIO VINCENZO	M	1
PIERO FABIO	M	1
GIOVANNI ANTONIO ITALO	M	1
SANTHIAGO DANILO	M	1
GABRIELE MICHELE GIORGIO	M	1
ANDRA MARIA	F	1
ANGELA CHRISTIANE	F	1
MAUREEN	F	1
ABASSE	M	1
MARIA BARBARA	F	1
MODIBO	M	1
RICARD ADRIAN	M	1
JUANA REGINA	F	1
CLOTILDE VALENTINA MARIA	F	1
GESUELA	F	1
AYLAN	M	1
DIEDRICH WERNER KARL ERNST	M	1
DALENTINE	M	1
SOFIA ZITA	F	1
CHLOE ZHEN	F	1
ROBERTO TOMMASO	M	1
RACHELA BRUNA	F	1
WALTER GABRIEL	M	1
RENATO FELICE	M	1
FELICE LINO	M	1
MIRIAM AMALIA	F	1
HAMMEDAT SARA	F	1
MERJ	F	1
REBECA DAMARIS	F	1
ILLARY	F	1
GRETA MAYA	F	1
NADJIB	M	1
GIOVANNA ELSA	F	1
NADIA FIORENZA	F	1
PIER PAOLA	F	1
FIORELLA RINA	F	1
SILVANO AUGUSTO	M	1
ELSA CLARA	F	1
FAUSTO MARIO	M	1
CATERINA MADDALENA	F	1
VALENTINO ELIS	M	1
ROMANUS	M	1
FILIPPA TERESA MARIA	F	1
JUGERTA	F	1
IDA HELENA	F	1
DRANDAFILLE	F	1
NICOLETA SENNI	F	1
ANTONINO GIUSEPPE	M	1
ANDREA CRISTIAN	M	1
FLUTURIJE	F	1
OSARETIN	M	1
ITOHAN	F	1
MARIA NICOLETA	F	1
JOUDY AHMED MAHMOUD ABDELGHANI	F	1
AGUSTIN	M	1
DARIA ALEXANDRA	F	1
SECONDINA MARIA ADELAIDE	F	1
ROSEANNA	F	1
SOUHAILA	F	1
GIOIA ESHAK NAEIM ISRAEIL	F	1
ELISA TERESA	F	1
ERJADA	F	1
XINZHOU	M	1
MARCO LUIGI FELICE	M	1
TUDORITA PETRUTA	F	1
AGREEN	F	1
STEFANIA TIZIANA	F	1
MANUELLA	F	1
DJILLALI	M	1
GIORGIA MARIA TERESA	F	1
YENITZA	F	1
Ndéyekhoudia	F	1
REHAN SENESKA GARUSINGHE	M	1
ELDA EUGENIA	F	1
NATALIA EWA	F	1
NICLA FRANCESCA	F	1
NELLA GIUSEPPINA	F	1
MARIA ONORINA	F	1
ERNESTO MICHELE	M	1
KETTY JANNET	F	1
PATRIZIA TERESA FRANCESCA	F	1
CLAUDIO PIERO	M	1
RAFAL ANTONI	M	1
MOHAMED RACHIK	M	1
LOREDANA VERONICA	F	1
KHRYSTYNA	F	1
REDA ABDELMOTTALEB ABDELHADI	M	1
ADRIANA CATERINA	F	1
MASSIMO SEBASTIANO	M	1
BIANCAROSA	F	1
MAURO ANGELO	M	1
CRISTINA ANNA	F	1
GRAZIELLA EMILIANA	F	1
ROWSHAN ARA	F	1
CHIBUZO IGNATIUS	M	1
MUNEEB	M	1
SHERYL	F	1
YARIXANDA MORELLY	F	1
PRENDA	F	1
GHEORGHE FLORIN	M	1
ANNAROSA	F	1
VINCENZA PAOLA	F	1
PAOLA ADA	F	1
MAURO ANTONIO	M	1
ERICA TERESA	F	1
PIERINA ANNA	F	1
MUHAMMAD QASIM	M	1
TEODOMIRO MARIO GIUSEPPE	M	1
ELIDIO DIONIGI	M	1
MARIA ROSA SECONDINA	F	1
ERSENA	F	1
EFROSINIA	F	1
SALVATORE ROSARIO	M	1
PATRIZIA MARIANGIOLA	F	1
CARLA EUGENIA	F	1
FRANK ISMAEL	M	1
ALIJEY	M	1
ETLIRA	F	1
MARIO MAURIZIO	M	1
STEFANO VITTORIO	M	1
ABED ELAZIZ	M	1
RODICA PETRICA	F	1
MIHAELA FLORENTINA	F	1
HRA	F	1
EMIDDIO	M	1
SALVATRICE MARIA	F	1
WALTER GIOVANNI LUIGI	M	1
ROSETTA GIUSEPPINA	F	1
INES NATALINA	F	1
MARIE JEANNETTE	F	1
VIKTORIIA	F	1
LENI ANNA	F	1
SIMON ALEJANDRO	M	1
ALPHUSAINEY	M	1
MICHELINA RITA PAOLA	F	1
GRATIELA ALEXANDRA	F	1
XHOVAN	M	1
GIUSEPPINA CARLA MARIA	F	1
CRISTINA ROSANNA MARIA	F	1
ULDINO	M	1
GIANGIACOMO MARIA	M	1
GABRIELE UMBERTO	M	1
MARISA MARIA LUISELLA	F	1
NARITSARA	F	1
ANDRESSA CAROLINE	F	1
EDELINA	F	1
TINA MARIA	F	1
MAIKON	M	1
ALESSIA GIULIA	F	1
MARCO PASQUALE	M	1
RUWAN SAMANTHA GARUSINGHE	M	1
FOUSSEYNI	M	1
NERIS	F	1
MATILDE VALERIA	F	1
ERNESTO JESUS	M	1
CORINA BEATRICE	F	1
MIHAI ADRIAN	M	1
ELHADJ-ABO	M	1
GRAZIELLA NATALINA	F	1
VALENTINA ALESSANDRA	F	1
LEONINA	F	1
FLORINA ALINA	F	1
LORIANA ANDREEA	F	1
OSARIYEKEMWEN	M	1
KLEOPARDA	F	1
NICOLE GEORGEANA	F	1
ANISSE	M	1
ROSABEL	F	1
MARISTELLA GIOVANNA	F	1
RIKY	M	1
PATEH	M	1
FEDERICO PIETRO	M	1
JANJA	F	1
ANDREA NOEMI	F	1
ROBERTO MARIO	M	1
PAOLA AUSILIA CARMELA	F	1
ANSELMO GIOVANNI	M	1
GIUSEPPE MARIA SILEO	M	1
SIMONE ALBERTO	M	1
GRAZIA MARIA GUGLIELMINA	F	1
ROKIYA	F	1
RARES GABRIEL	M	1
JULIA KINGA	F	1
KLEVIDA	F	1
RRIKARD	M	1
MIRABELLA	F	1
MARZIA DOMENICA	F	1
RAMSON	M	1
ELIZABETH PAMELA	F	1
MATTEO DAYUE	M	1
MATHIA	M	1
AMI	F	1
FATION	M	1
MORIS RABBI	M	1
SECONDO CARLO	M	1
TOMMASO ONOFRIO	M	1
RALUCA OANA	F	1
FULVIA RITA FELICIA	F	1
PAOLO BRUNO	M	1
NOSAIBA	F	1
LUANA GIUSEPPINA	F	1
CLAUDIO CARMELO	M	1
ARJEL	M	1
LUIGIA CARMELA	F	1
ADA ANNUNZIATA	F	1
HADIL	F	1
SANDRO ALDO	M	1
NATALINA MARIA ELISA	F	1
YAWEI	M	1
GIOELE LORENZO	M	1
VIOLETA ROSARIO	F	1
HAPPY	F	1
CIRINO	M	1
SILVIO ZAVERIO	M	1
MARIA DOROTEA	F	1
MARIA AMALIA	F	1
LUIGINO SANTE	M	1
ORNELLA MICHELA FRANCA	F	1
YUNBAN	M	1
WIESLAWA ALINA	F	1
LUIGI CANDIDO	M	1
VALTER RICCARDO	M	1
MIRANDA ANNA	F	1
LOUISE	F	1
CARMELITA	F	1
VIOLETTA ANTONELLA	F	1
LOREDANA ANTONIETTA	F	1
STELIA	F	1
CHIARA CATERINA	F	1
SYAZRIN	F	1
SIMONE MARCO FLAVIO	M	1
ANAMARIA-GEORGIANA	F	1
MARIANNA IRIDE	F	1
ELENA MARIA IMMACOLATA	F	1
MAURA GABRIELLA	F	1
CATERINA CONCETTA	F	1
ANTONINO SEBASTIANO	M	1
ODILLE	M	1
RAMONA ANTONIA	F	1
MARCELLO CECILIO	M	1
ELVIRA ANNA	F	1
TEF	M	1
CHIARA MARTA	F	1
EMILIO GUGLIELMO	M	1
SAVIO ERNESTO	M	1
CLAUDIA ANNE	F	1
SAFIRE	F	1
PAOLO NICOLO'	M	1
ADRIANE	F	1
ARONA	M	1
FRANCA MARIA LIDIA	F	1
GIUSEPPINA GIANCARLA LUIGINA	F	1
GIOIETTA	F	1
ROBERTO FRANCESCO ANTONIO	M	1
LUCIANO ERMANO	M	1
ELENA SARA	F	1
MARIO ALDO EDOARDO	M	1
MARIA JASIARA	F	1
ZI XUAN	F	1
RENARDA	F	1
LEI	F	1
JUN	M	1
YUSHUANG	M	1
MUDE	F	1
BENEDETTO ERMENEGILDO	M	1
MARIA LAURA GIUSEPPINA	F	1
ALEXANDRA IOANA	F	1
JUANA MARIA	F	1
LUCE LETIZIA	F	1
BOCHRA	F	1
SILVANA GIUSEPPINA CATERINA	F	1
NAHIMA	F	1
GAETANINA	F	1
EZIO GIANPIERO GABRIELE	M	1
GIULIANA ELVIRA	F	1
MIRELLA LUIGINA	F	1
GHAMEREDIN	M	1
REBECCA STELLA	F	1
ALEXANDRA NICOLETA	F	1
EDELMIRA GLORIA	F	1
RHIZLANE	F	1
MARIA FILOMENA	F	1
GIOVANNI DOMENICO GIUSEPPE	M	1
MARIA GIACINTA	F	1
LETICIA del CARMEN	F	1
GINETTA	F	1
JACQUELIN	F	1
LUCIA BRIGIDA	F	1
MEMET	M	1
DENNIS ERHUN	M	1
ARNELA	F	1
MARIELLA VITTORIA	F	1
CHIARA ANGELA MARIA	F	1
AMILCARE	M	1
DANILA CINZIA ROSANNA	F	1
SABATO GERARDO	M	1
LIBERALE	M	1
DANIELA FEDERICA	F	1
CARMELINA LAURA	F	1
DORIS BAWAH	F	1
ANOINTED DANIELE	M	1
NICOLAE DORIN	M	1
OLIVIA MARY	F	1
IMPERIA	F	1
SARA GIULIA	F	1
ALESSIA ANTONELLA	F	1
LINO FRANCESCO	M	1
VALTER FRANCESCO ANDREA	M	1
MARIA EBE	F	1
CELESTE IMPERIO	F	1
STIVER	M	1
MAURO ALDO MARIA	M	1
DIEGO ARMANDO	M	1
ROXANA-MIHAELA	F	1
MARTI'	M	1
EMMAN	M	1
FILIPPA NUNZIATA	F	1
ANNAMARIA EPIFANIA	F	1
TERESA ALMA	F	1
PIERO RENZO	M	1
BRUNO SERGIO	M	1
NINO EUGENIO	M	1
QUIRINO	M	1
DAWID OSCAR	M	1
AVNI	M	1
CARLO VIRGILIO	M	1
CORRADO RENZO	M	1
ENRICO FAUSTO	M	1
PIERA CARLA GIUSEPPINA	F	1
KARINA CELESTE	F	1
SONJA RITA	F	1
PASQUA MARIA	F	1
JENNIFER JOHANA	F	1
PRINCE ADOM	M	1
DAVIDINA	F	1
LISANDER	M	1
ZULEMA PATRICIA	F	1
ROCCO DONATO	M	1
VINCENZO PIERINO	M	1
FIORENZO ELIGIO	M	1
GIORGIO RAFFAELE	M	1
IONUT - GABRIEL	M	1
THINEV LEON SILVA	M	1
RUTH KAREN	F	1
ALISIA	F	1
INDIRA CONCEPCION	F	1
VITTORIA ENRICHETTA	F	1
ANGELO DOMENICO	M	1
SOPHIA MARIA LUIGINA	F	1
SECONDINA EUGENIA	F	1
RALLUCA	F	1
FRANCA LAURA	F	1
MERY LUCIA	F	1
RESI ALMA	F	1
GABRIELE PIO	M	1
GIOVANNI VITO	M	1
LUME	F	1
MIA SHAMEL	F	1
GHEORGHINA	F	1
CLEOPATRA	F	1
FERIK	M	1
YAMILEIDIS	F	1
ELENA IVANOVA	F	1
ALESSANDRO PIERLUIGI	M	1
MICHELE GIOVANNI BATTISTA	M	1
YEONHEE	F	1
MASSIMO RIZIERI ANTONIO	M	1
MARIA LOREDANA	F	1
NAYDI	F	1
BRUNA MARGHERITA	F	1
SILVANO IVANO	M	1
HAVE	F	1
XIANGHONG	F	1
GIUSEPPINA ANTONIETTA	F	1
SIMONA MIHAELA	F	1
ALEXANDRA-MARIA	F	1
ZHIHAN THOMAS	M	1
VITTORIO RAVI GIACOMO	M	1
WIJDANE	F	1
DARIUS CRISTIAN	M	1
ABOUDRAMAN	M	1
NIKOL	F	1
PAULA MARIA	F	1
HILARY WILNERIS	F	1
ABDUL RAHMAN	M	1
MYNYR	M	1
FLORIN STELIAN	M	1
NIRMINE	F	1
ROBERTO GIUSEPPE BATTISTA	M	1
SANTINA ANGELA	F	1
NICOLO' OTTAVIO	M	1
ADRIANA ALEJANDRA	F	1
DANIELE SALVATORE	M	1
VERONICA MARIA MADDALENA	F	1
COLOMBINA	F	1
RICCARDO GABRIELE	M	1
MATTEO	F	1
OLYMPIA	F	1
MAXIMILIANO ANDRES	M	1
ALESSANDRO FAUSTO RINO	M	1
HELBERT	M	1
MASSIMO PASQUALE	M	1
OUIAM	F	1
YASIN	M	1
HUI XING	F	1
SHTJEFEN	M	1
JARVI MIGUEL	M	1
JACOPO MATTEO	M	1
JEMER	M	1
ANNAMARIA CATERINA	F	1
TALIA	F	1
FRANCESCO DANILO	M	1
VERONICA ESTHER	F	1
GLEDISON	M	1
FLORIN LIVIU	M	1
VANNINA ROSA	F	1
SAFAA	F	1
MATTEO HEI	M	1
GABRIELE EMILIO	M	1
ROWENA NICOLETA	F	1
EVERTON	M	1
DANIEL MARIAN	M	1
ALOIS	M	1
ROBERTA RINA	F	1
MERSIDA	F	1
XIANGXIN ALEX	M	1
MAROAN	M	1
GIUSEPPINA FEDERICA	F	1
SALIH	M	1
GIROLAMO ROBERTO	M	1
FABIO GERLANDO MARIA	M	1
LAURA COSTANTINA	F	1
DIEGO MICHELE	M	1
ERLA	F	1
YU FEI	F	1
YANGLI	F	1
NUBLANA	F	1
SILVANA CESARINA	F	1
FRANCESCA ROSALIA	F	1
BRUNO GIANCARLO	M	1
MARIA MADDALENA ASSUNTA	F	1
SAYEEDA	F	1
SIMONE CRISTINA	F	1
FLAVIA FRANCESCA	F	1
MASSIMO ETTORE	M	1
SASCHA WOLFGANG	M	1
VICTORY EVBADOLOYI	M	1
EWERE EDITH	F	1
RIDVANA	F	1
MUHAMMED SAMANUD	M	1
MANUELA GIOVANNA	F	1
ANNAMARIA RENATA	F	1
ANNA LIVIA	F	1
SANTINO PIERO	M	1
NELI DOINA	F	1
DANIELE LUCA	M	1
GIULIA STELLA CATERINA	F	1
ROSANGELA ROSSANA	F	1
ALESSANDRA CINZIA	F	1
GIMMI	M	1
ALEXANDRA CRISTINA	F	1
KSENIYA	F	1
TOFIK	M	1
OLIVERT	M	1
SHARON JHEIMY	F	1
YANXI	F	1
SULAYMAN	M	1
CHUNSONG	M	1
ALTEO	M	1
SEBASTIANO DAVIDE	M	1
ELETTRA ALESSIA	F	1
MARIJA MAGDALENA	F	1
MAURO CAMILLO ERNESTO	M	1
TIZIANA ROSELLA	F	1
ANNA SARA MARIA	F	1
MARINA PATRIZIA MARIA	F	1
ALBERTO FRANCESCO	M	1
GIANPIERO VINCENZO	M	1
SANDRA ADRIANA	F	1
GERARDINA CARMELA	F	1
CHRISTIAN BIAGIO	M	1
DANIELA CATERINA	F	1
MARILINDA	F	1
ENGLENTJAN	M	1
ARMIDE	F	1
LEO GIUSEPPE	M	1
STELLA TEODORA	F	1
IDA MARIA	F	1
MILENA CAROLINA	F	1
ADRIANO PIERLUIGI	M	1
ANDRA GIOVANNA	F	1
THOMAS LUCA	M	1
DANUZCA NAZUMI	F	1
AURELIAN	M	1
LOTFI	M	1
GIOVANNA MARISA	F	1
WANDERLEI JOSE'	M	1
DILAVER	M	1
NADIA ENRICA	F	1
PAOLA ANGELA MARINA	F	1
ALESSANDRO RENATO	M	1
MADOUNE	M	1
MAURIZIO GIUSEPPE	M	1
LAMBERTO	M	1
SAMAD	M	1
CAZIM	M	1
JUNIOR MILAZIM	M	1
RUTH RAYDA	F	1
TOMMASO SILVANO	M	1
MANOELLA ANNAMARIA	F	1
CALOGERA LIANA	F	1
JAKELIN KAROL	F	1
GIAN CARLO CESARE	M	1
LEDIO	M	1
ANTONIO CANIO	M	1
ROSETTA CAROLINA	F	1
MUNIRU	M	1
PIERO MARIO ADRIANO	M	1
GIULIO MARCELLO ANTONIO	M	1
GIUSEPPINA LUCIA	F	1
EDINSON GUSTAVO	M	1
SECONDO SERAFINO	M	1
CASIMIRO	M	1
SOMMAI	F	1
PATRIZIA ROSANNA LIUBA	F	1
KLEVISA	F	1
AGNIESZKA EWA	F	1
AJRIS	F	1
YUSSEF	M	1
MADDALENA LUIGINA ROSA	F	1
GIOVANNI ROBERTO	M	1
HICHAM MATTEO	M	1
JETNOR	M	1
ADELINA SOPHIA	F	1
CHUNHUAN	F	1
GIAN MARIA BATTISTA	M	1
WARDIA	F	1
ESTEFANE	F	1
ANDERSON DAVID	M	1
ALYSSA - JO	F	1
CORRADO PAOLO	M	1
ANAMARIA	F	1
MARIO DONATO ANGELO GIOVANNI	M	1
XIANGXIN	M	1
GABRIEL RODRIGO	M	1
ZHENSHUN	M	1
QUINTA	F	1
EMILIO JACKY GINO	M	1
MARIGLENA	F	1
ROSA OSVINA	F	1
DANIELA IGNAZIA LUCIA	F	1
MERICO	M	1
ESTER LUIGIA	F	1
ELSAWI	M	1
COSMIN ANDREI	M	1
RENDY	M	1
ALESSANDRO JOSLEY	M	1
ROSEMMA PIERA	F	1
SAMOELA	F	1
NERMIN	F	1
GABRIELLA SANTINA	F	1
INES MARIA ANTONIETTA	F	1
OSVALDO RENATO	M	1
ELIZABETH VALVINA	F	1
WILLIAM BRUNO	M	1
FLAVIA GIULIA	F	1
IRENE VALERIA	F	1
ANDREA MICHELANGELO	M	1
LUIGINO ORESTE	M	1
ELDIRA	F	1
ELIO ANGELO	M	1
ASSETOU NOURRA	F	1
GIUSEPPE AMBROGIO EMILIO	M	1
MICKY SERGIO	M	1
DOMENICO ANNIBALE	M	1
MASSIMO EDO	M	1
JEAN GILBERT	M	1
EMANUELA MARINELLA	F	1
CELIO	M	1
ENZO FLORINDO	M	1
CATTLEYA VIORICA	F	1
DADIR	M	1
GIANCARLO HAMER	M	1
BILBIL	M	1
SONITA	F	1
TUDOR	M	1
MIKICA	M	1
VIOLA TERESA	F	1
MOHAMED JALAL	M	1
ALBERTO UBALDO MAURIZIO	M	1
IDA BIANCA	F	1
SUCCESS OSARIEME	F	1
KETRIN MIA	F	1
DIEGO PAUL	M	1
FERDAWS	F	1
MARGHERITA GIOVANNA	F	1
GAIA ANGELA	F	1
MATHIAS NICOLO'	M	1
GIOVANNI GIUSEPPE ANTONIO MELCHIORRE	M	1
TERESA GIOVANNA	F	1
GIANCARLA GIUSEPPINA	F	1
DOMENICA CELESTINA	F	1
DOLORES GIOVANNA	F	1
BIANCA AURORA	F	1
LAURA MARIA CLARA	F	1
LOREDANA ANNA SILVIA	F	1
DEA XIAOMEI	F	1
ENEA JULIAN	M	1
ISABELLA FELICINA	F	1
MIRSADA	F	1
VALENTINA ROSA	F	1
PIER GIORGIO MARIA	M	1
UGO PAOLO MARIA	M	1
LUIGI DIEGO	M	1
VIVIANA GIUSEPPINA	F	1
ELBA	F	1
ITALO LUIGI	M	1
MARIA OLGA	F	1
MARIA IDA SANTUZZA	F	1
DIMCHE	M	1
XHENSILA	F	1
MORENA MARIA TERESA	F	1
SHASHINI SATHIERA	F	1
BONNIE SUE	F	1
ASIA ANNA	F	1
ANGELIKI-ANASTASSIA	F	1
ALAA ELDIN	M	1
ANDREA ERVIS	M	1
RINALDINA	F	1
CHENGJUN	M	1
ELEONOR	F	1
MAVERIK	M	1
ROBERTO CLAUDIO	M	1
ABDELGHAFOUR	M	1
CLAUDIO ROBERTO	M	1
KLIZIA	F	1
TOMA	M	1
FIORINA AMELIA	F	1
TIZIANO ORESTE	M	1
MARIA KAROL	F	1
DEVON	M	1
CALOGERO PIO CARMELO	M	1
DALIBOR	M	1
BIENVENIDO RUBEN	M	1
GEMMA GIUSEPPINA	F	1
FELICITA MADDALENA	F	1
ALDO DOMENICO	M	1
ANGUELINA	F	1
GIULIA MARGHERITA	F	1
AHMED MAHMOUD ABDELGHANI	M	1
ANAMARIA ISABELA	F	1
IVINA	F	1
EDDA JESSICA	F	1
FRANCO LORENZO PIERO	M	1
CRISTIANO GIANLUIGI	M	1
ANIA	F	1
COSIMINA	F	1
RAMONA CLAUDIA	F	1
CINZIA MARIA GIOVANNA	F	1
CECILIA BOLIVIA	F	1
MARIO ALDO	M	1
SOFIA ALLEGRA	F	1
ALLIANAH	F	1
JING'ER	F	1
LIMIN	F	1
MARIE	M	1
VERONICA MERCEDES	F	1
EWA	F	1
ALMERINO	M	1
MARIA FEDE	F	1
FRANCESCO MARIA CARMINE	M	1
ELETTRA CARLOTTA GRAZIA	F	1
VITTORIA LODOVICA	F	1
SONNY CARLO	M	1
CHIARA ERIKA	F	1
SARA CARLOTTA	F	1
JONEL	M	1
FILIKS	M	1
ZORAN	M	1
REBEKA	F	1
JUSTINIANA	F	1
ASHA	F	1
SERGIO DOMENICO	M	1
CATHLEEN ANN	F	1
XI GIAO	M	1
TEOFILA	F	1
MAURICIJA	F	1
ALEJANDRO EMANUELE	M	1
FRANCESCO SAVERIO	M	1
AGATA MALWINA	F	1
DARIO CARLO	M	1
MARIA ORONZINA	F	1
SHUYU	M	1
VANDA GIUSEPPINA	F	1
ANDREA PIERPAOLO	M	1
FIORITO	M	1
NADA ALFIA	F	1
FABRIZIO STEFANO	M	1
ANNA RACHELE	F	1
GABRIELLA GIUSY	F	1
KLETI	M	1
VICTORIA RITA	F	1
IBRAM IBRAHIM ATTYA	M	1
SEMIR	M	1
STEFANIJA	F	1
YANKUBA	M	1
CATERINA ROSANNA	F	1
ISABELLA ELSA	F	1
NURO	M	1
MARIA GIOVANNA LUCIANA	F	1
LUCA PIETRO	M	1
CARLA MARGHERITA	F	1
VALTER RODOLFO	M	1
FLOR INES	F	1
MARTA MARIA	F	1
MARIANTERESA	F	1
KALEEM	M	1
DANY	M	1
GULNUR	F	1
LIVIA FERNANDA	F	1
LINZHU	F	1
MARIA TINDARA	F	1
MARIA SABRINA	F	1
ANDREI CATALIN	M	1
ANDREA LUCIANO	M	1
ELENA ANGELA	F	1
HAGAR	F	1
COLOMBA	F	1
AGNIESZKA ANNA	F	1
HANEN	F	1
CESARINA ANGELA	F	1
PATRIZIA SANDRA	F	1
LUIGI COSTANTINO	M	1
ZACARIA	M	1
OVIDIU MIHAITA	M	1
XHIKELINE	F	1
TILDE	F	1
FLAVIA COSTANZA	F	1
BEIBEI	F	1
MEILAN	F	1
YUSIF	M	1
MARIA DAINA	F	1
SALVATORE BENITO	M	1
JORJ FLORIN	M	1
MARIEM IBRAHEM FAKHRY	F	1
PROGRESS	M	1
ANTONIO VITO	M	1
GIANCARLO PAOLO	M	1
FOSCO	M	1
ANNELI	F	1
BADRE EDDINE	M	1
CHUKWUDI	M	1
CAROLA MARIELA	F	1
MIKLEDA	F	1
ERISELDA	F	1
LI BO	M	1
GREISI	F	1
FELIX	M	1
EVA CATERINA	F	1
ELENIO	M	1
VIOLETTA RITA GIUSEPPINA	F	1
SADEW RAJAPAKSHA	M	1
OLTIANA	F	1
LOKMAN	M	1
SHADY	M	1
MATTIAS	M	1
GLADYS ISA	F	1
LETIZIA GIUSEPPINA	F	1
ROBERTO NICOLA	M	1
SENIA	F	1
CLARA TERESA	F	1
BIANCA DOMINGA	F	1
MARCO SAVINO	M	1
DAOUDA	M	1
YUSRA	F	1
DANIELA AUGUSTA	F	1
PAOLO FIORENZO CARLO	M	1
MICKY	M	1
EGLE EUGENIA	F	1
MICHELINO ADRIANO	M	1
FERMO	M	1
CHIARA OFELIA	F	1
ANCA IULIANA	F	1
DANA	F	1
PANAJOT	M	1
ELVEZIO	M	1
ALESSANDRA MARIA LUCIA	F	1
EDEN	M	1
EWA ANNA	F	1
DJIBRIL ISMAEL YASSOH	M	1
LORENZO FEDERICO GIUSEPPE	M	1
HUIQIN	F	1
GIACOMO MARIA	M	1
ADELE LUCIA	F	1
SECONDINO ITALO	M	1
ROSANNA FRANCESCA	F	1
DORISA	F	1
BASILIO	M	1
MAMADI JAMAL	M	1
ELS MARIA JOZEF	F	1
GETRUDA	F	1
GABRIELLA LUISA	F	1
GIASTIN	M	1
MARISA ANTONELLA	F	1
GABRIELLA MARIA ANGELA	F	1
RICCARDO GUGLIELMO EMILIO	M	1
LOUIS MATTIA	M	1
ELSAYED MOHAMED ELSAYED	M	1
PIER VINCENZO	M	1
FOCA FRANCO	M	1
SECONDO MICHELE CARLO	M	1
ALESSANDRO MAURO	M	1
LOREDANA GUGLIELMINA GIOVANNA	F	1
GIANFRANCO VINCENZO	M	1
MICHELE AGOSTINO ANDREA	M	1
JACQUES SERAPHIN MULONZENU	M	1
SUZHEN	F	1
GLADYS GRACIELA	F	1
DAVID LEONARDO	M	1
BARBARA GIULIANA	F	1
FILOMENO LUIGI	M	1
MICHELE CARLO MARIA	M	1
MARIA CRISTINA AMEDEA	F	1
SANDRINA STELLA	F	1
GIAN EMILIO	M	1
GELINDO	M	1
GIAN CARLO VITTORIO	M	1
ORSOLINA ELDA	F	1
GIANMARIA CARLO	M	1
ESSAADIA	F	1
LAURA ANNA	F	1
DENIS DANIEL	M	1
GILLES	M	1
MARIN GEORGIEV	M	1
VINCENZO ALBERTO	M	1
ANTA	F	1
LORENZO IVAN	M	1
RODRIGO ADRIANO	M	1
MATHYAS NICOLA	M	1
DONGXIAO	F	1
GREGORY AIGBE	M	1
DRAGUTA	F	1
SHON	M	1
KLEITON	M	1
ANTONINO GIOVANNI	M	1
YUEYUN	F	1
MYFTAR	M	1
ROMANA VITTORIA	F	1
PATRIZIA ANTONELLA	F	1
ENZO WALTER	M	1
PAOLA MARIA GIULIA	F	1
CLOTILDE IOLANDA LIDIA	F	1
EBE RITA	F	1
JHONATTAN IVAN	M	1
MATTEO PIA	M	1
TRISTAN FERMAN	M	1
PALAGHIA	F	1
NICHOLAS FRANCESCO	M	1
MICHELE-MARCO	M	1
MODOU KHARY	M	1
NILDA ANA CARLOTA	F	1
JOLE	F	1
NUNZIO LUCIANO	M	1
GENIANY	F	1
PHILIPPA AZUAYI	F	1
ANTONELLA MARIA MADDALENA	F	1
ALDEMIRO ARTURO	M	1
ANTONIETTA LUCIANA	F	1
ANGELA RITA	F	1
PAOLO GIOVANNI NICOLO'	M	1
ASCANIO AMEDEO	M	1
NOUR ELIMANE	F	1
GILBERTO ALESSANDRO	M	1
LUCIA ELENA	F	1
VITTORIA CARLOTTA	F	1
LIVIA MARIUCCIA	F	1
GIUSEPPE CERIACO	M	1
GIOVANNA RENATA	F	1
GEORGE ALEXANDRU	M	1
NATALE ALBERTO	M	1
BARBARA DANIELA	F	1
BAYE DAME	M	1
RAMSET	M	1
MADDALENA CAROLINA	F	1
LUCA NICOLAS	M	1
DAMIAN	M	1
JUSTINA	F	1
ROSA RITA	F	1
MAJDI	M	1
BOURAMA	M	1
MATTEO MICHELE	M	1
ALFEO GIUSEPPE ORAZIO	M	1
TARSILLA	F	1
ARLEIDA	F	1
IDO	M	1
PRIMO TEODORICO	M	1
GIANFRANCO FRANCESCO	M	1
MARIO GUIDO	M	1
MINGZHE	M	1
PAOLA MARIA VITTORIA	F	1
GIOVANNI STEFANO	M	1
GIAN LUIGI CLAUDIO	M	1
FEDELA	F	1
PAOLA GUGLIELMINA	F	1
ANTONINA ROSARIA	F	1
MARIA LINDA	F	1
RUHI	M	1
MARSELO	M	1
FLAVIANA	F	1
ALBINO LUIGI	M	1
MAURA MARIA	F	1
MASINO	M	1
LUIGI BATTISTA	M	1
DONATELLA FIORETTA	F	1
WILLIAMS	M	1
TERESITA GIOVANNA	F	1
HALINA ANNA	F	1
ZAID	M	1
GRETA MARIA	F	1
ISOLDE PAULA	F	1
BERNADETE	F	1
BENTALEB	M	1
FLORIN IULIUS	M	1
MARIUS MARIAN	M	1
MAGDOLNA	F	1
PATRIZIA RITA	F	1
GIANFRANCO PAOLO	M	1
LILIANA PIERINA SOFIA	F	1
MATHEW	M	1
INJAC	M	1
CALINA SIMONA	F	1
XIAOMIN	F	1
MERIMA	F	1
BAYE NDAO	M	1
VALERIA CATERINA MARIA	F	1
ALIDE MATILDE	F	1
PALOKE	M	1
MANUEL LINO	M	1
BRANDON ALFRED	M	1
MARIA ILVE	F	1
SOLANGE	F	1
MARCOS ALEXANDER	M	1
